aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270720,6800,51151.17,3704392,3704392,3699790,21711,8250,1830,68520,3446326,1209600,112244,4,148,0,2999534.4,0,443328,0,0,0,0,0,34006,1043442,1650222,674312,36448,6826,1070,12,30,3704392,6348,592,80350,214106,195852,1942686,971214,35010,168,0,666,1618,2735486,21498,0,160,0,68,3029856,2336,354,0,0,0,0,0,0,0,0,21602,64198,10716,0,0,119808,16812,1340020,163036,14292,50496,0,0,11151210,1431.38,1480,467742,738348,492922,216692,408816,324722,281988,189588,314200,11308,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145420,14060,42472.06,4964278,4964278,4987676,11785,9330,6558,111940,4241046,1209600,181862,2,160,0,3199620.48,0,1035825.6,0,0,0,0,0,62360,1740332,1954426,419192,52010,12542,184,0,6,4964278,8810,1144,14972,923518,369548,2671302,249778,1974,0,0,1118,714,3207398,136858,0,8880,142,14,3255084,5320,580,0,0,0,0,0,0,0,0,23016,8246,4464,0,0,150792,29096,16135880,1631790,0,0,0,0,2472080,2265.52,2692,1080570,1170284,716918,329658,531200,284212,91700,27380,9124,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125340,906.06,279216,279216,267934,470,0,27252,278300,140822,1209600,1344,0,26,0,44303.04,82200,20320.32,110,174,0,870,10602,21096,41096,41112,15184,13864,484,0,22,28,279216,1528,80,16564,19324,11930,44992,48342,1522,26,0,42,40,45204,22596,0,52,0,0,47722,182,34,0,0,510,134856,0,0,0,0,1064,138,52,0,0,570,120,1640,164,0,0,0,0,0,299.2,196,100392,7574,1234,296,618,1880,5692,25504,1118,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140480,31071.68,2166080,2166080,2140880,15778,908,92368,952360,2061570,1209600,66408,4,42,0,1668345.6,0,391284.48,0,0,0,0,0,236,368178,1263440,404980,20912,3686,138,8,12,2166080,3082,422,65996,220016,85630,1034334,641064,10944,82,0,1682,1702,1658168,336114,0,43278,0,30,1690296,1762,100,0,0,0,0,0,0,0,0,14620,14900,7556,0,0,47602,9234,947260,211840,0,0,0,0,2293840,772.8,838,406544,326244,214054,88968,163602,210488,149208,229962,272364,136,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44480,1036.99,121838,121838,119164,363,90,11548,120880,88684,1209600,2056,2,16,0,54963.84,7894.08,24733.44,22,100,0,0,1328,20082,52544,13652,830,22,6,0,2,128,121838,1200,34,246,5166,10510,69608,1700,0,0,0,32,8,59508,26428,0,28,0,0,59650,316,212,110,7926,60,76,0,0,0,0,1000,60,16,0,0,1084,176,318180,32676,0,0,0,0,37040,389.14,210,34548,11014,3838,1144,2736,3486,2920,28714,64,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187600,19620,37927.96,3771282,3771282,3767274,17157,21518,11348,138420,3669652,1209600,114540,4,52,0,2377294.08,0,1290697.92,0,376,0,0,0,7416,733522,2178516,724784,22648,2700,66,4,14,3771282,3210,398,68672,1086792,206036,1325688,963270,15464,122,0,2804,592,2166516,268854,0,428,0,16,2404808,2992,422,0,0,0,0,0,0,0,0,33360,15824,10770,0,0,94230,19856,4849260,1055694,0,0,0,0,19274460,678.94,900,1324580,784260,379920,112818,210322,204236,171822,139434,285320,56940,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100080,31438.64,2063048,2063048,2036394,12968,24450,81082,847960,1875746,1209600,50702,0,88,0,1749594.24,0,119362.56,0,0,0,0,0,104098,854062,833636,67892,13426,2596,36,162,170,2063048,1900,358,48128,46478,116824,1556898,101468,3686,6,0,252,180,1200090,64380,0,30578,0,0,1759030,1036,238,0,0,0,0,0,0,0,0,13898,21670,5834,0,0,93304,14330,615380,117936,0,0,0,0,1438660,789.02,1006,130750,283868,199920,112170,427076,647360,73692,910,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780,24.35,26168,26168,27020,30,0,2474,25940,10080,1209600,0,2,6,0,4649.28,0,4437.12,0,24,0,0,0,980,7492,1430,118,4,0,0,0,0,26168,1052,22,32,426,1784,3194,3010,498,6,0,28,12,4630,80,0,0,0,0,5286,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,130,0,0,0,0,0.94,60,5576,4040,328,54,20,6,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191660,23169.4,1865932,1865932,1870474,8020,7318,63252,653080,1473046,1209600,0,,,,1230192,33603.8,206472,10,710,0,0,0,423422,721310,272158,48240,6880,1036,0,,0,1865932,3998,522,107178,176014,62326,743476,366896,12602,34,0,,,,,,,,,,1730,158,0,0,800,33890,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,1021.62,1042,254860,244564,116560,50050,81354,74168,98472,546524,6316,178,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90560,29852.53,2990270,2990270,2987260,11804,37314,49230,563440,2827498,1209600,115510,0,122,0,2072458.56,0,731004.48,10,792,0,0,0,1118,408770,1577360,761812,67368,9908,1162,1028,1064,2990270,5642,632,63488,533590,216666,1362924,627926,16432,198,0,2124,572,2027056,40686,0,1546,0,0,2114248,3020,426,0,0,0,0,0,0,0,0,24162,24586,4788,0,0,114768,22298,67320,64216,0,0,0,0,28803760,1539.7,1532,767910,712294,428204,181068,282446,208786,117248,62344,65462,1710,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,1.8,10964,10964,17582,11,0,1054,10860,1972,1209600,42,2,0,0,336.96,0,405.12,0,10,0,0,0,458,1490,10,0,0,0,0,0,4,10964,1246,2,8,0,0,98,582,22,0,0,2,0,354,0,0,0,0,0,432,38,86,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,58.88,12,1716,242,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6940,16.07,15092,15092,18078,13,420,1330,14960,7712,1209600,416,0,2,0,3039.36,0,4619.52,0,0,0,0,318,2052,4872,454,16,0,0,0,0,4,15092,102,14,20,752,258,1224,4452,866,24,0,52,56,3046,20,0,50,0,116,3776,58,44,0,0,0,0,0,0,0,0,178,0,0,0,0,136,26,3040,358,0,0,0,0,0,44.16,50,5002,2580,96,8,26,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198100,195840,391231.11,29002938,29002938,28474512,176951,2526204,61804,1097360,27013674,1209600,0,,,,24243192,0,2735322.24,0,0,0,0,326714,5806278,13394866,6674342,685104,107684,18238,448,,0,29002938,27902,6490,1287182,1097726,2609064,20919946,1042094,23270,0,0,,,,,,,,,,24372,1232,0,0,0,0,0,0,0,0,231968,469848,89978,0,0,1208602,154900,49432920,5865746,0,0,0,0,201098730,14322.08,16316,2922640,5570832,5101874,2581406,4567980,3368454,1950574,704330,245478,106,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54920,41024.49,2803896,2803896,2760584,18856,1954,33288,377740,2666856,1209600,114046,2,64,0,2433317.76,8257.92,220021.44,4,316,0,0,0,19198,704184,1467408,440972,27146,7148,800,108,126,2803896,6146,654,37708,160640,78398,1432996,911284,38610,410,10,504,508,2442262,564794,294,170006,0,10,2455956,2744,126,0,0,30,10932,0,0,0,0,24992,57008,21778,0,0,80034,11580,4947580,501264,0,0,0,0,1323940,1073.98,1428,251710,513656,432992,224492,415148,337756,257788,196310,36162,842,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157200,15200,93923.31,9781818,9781818,9786982,36635,18,3020,92620,9202178,1209600,235494,0,256,0,5424322.56,1617645.12,2154278.4,0,1182,0,146078,1293338,3395848,2665120,1420338,271764,8456,1230,6,10,20,9781818,7830,1280,650952,1291214,1068278,5215034,908942,57962,686,0,1570,32756,5462136,1796124,0,306,0,0,5463890,8142,4794,0,0,40,1618092,0,0,0,0,44822,17942,4188,9093960,1521346,231888,49862,28440,2858,9527200,22962,16,274,0,2428.2,2602,3828636,1073600,836346,387444,855648,311218,1888270,20792,224,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560,15.71,16944,16944,17670,21,80,1590,16760,7358,1209600,320,2,4,0,2860.8,4.8,3615.36,,,0,0,312,4722,1452,586,286,0,0,0,0,4,16944,900,10,28,24,1898,998,3114,384,2,0,10,34,2558,126,0,0,0,0,3496,48,70,0,0,0,4,0,0,0,0,162,0,0,760,220,82,28,740,74,9270,12,0,0,0,,,4704,2322,94,26,66,32,30,84,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301620,41627.04,3414938,3414938,3415228,17164,7802,96026,989840,2862528,1209600,99822,0,134,0,2501125.44,0,359550.72,0,0,0,0,0,60774,863752,1542630,370652,18764,5172,784,32,52,3414938,3940,538,55630,214008,101434,1866166,600392,20322,98,0,450,1156,2455470,78170,0,5538,0,0,2530664,1586,140,0,0,0,0,0,0,0,0,27540,45242,8654,0,0,102932,15886,314560,60696,0,0,0,0,40627030,1203.44,1134,380662,565098,447916,227540,446150,338540,275376,82542,97350,1354,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17240,159.75,41934,41934,42112,79,0,3908,41340,27104,1209600,1162,2,10,0,13086.72,0,11924.16,0,26,0,0,5364,12168,6246,3154,56,10,0,0,44,50,41934,2198,40,414,562,208,4210,18096,1242,28,0,48,240,15088,1696,0,0,0,0,15088,170,76,0,0,0,0,0,0,0,0,510,0,0,0,0,430,84,15580,1572,0,0,0,0,0,163.78,108,14780,6164,1026,180,322,106,216,4204,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42460,109.68,97118,97118,95706,100,0,9394,96660,47636,1209600,756,0,6,0,9190.08,30770.88,6503.04,8,60,0,0,1802,7726,33658,3726,594,36,12,0,0,6,97118,1396,38,478,15178,6994,11896,10790,776,8,0,18,56,8956,238,0,0,0,0,10060,92,118,90,43334,0,0,0,0,0,0,472,76,14,0,0,570,90,0,0,0,0,0,0,0,211.7,130,38604,4036,1778,360,1570,684,336,186,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17160,1111.35,132702,132702,130730,323,0,12760,131440,109500,1209600,1958,,,,58524.48,28087.68,21428.16,0,102,0,222,9904,11598,33696,38206,12520,2190,852,22,,44,132702,1752,122,86,9342,8214,38564,49032,2096,2,0,,,,,,,,,,274,188,0,28096,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,111390,349.86,234,51994,9744,3616,2628,5372,8258,3504,24076,18,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310700,6160,14.61,17794,17794,19356,22,0,1702,17580,3830,1209600,220,0,4,0,1475.52,29.76,1922.88,,,0,492,1378,710,288,870,92,0,0,0,0,4,17794,992,12,24,166,68,2420,148,0,0,0,8,0,830,0,0,0,0,0,1184,34,66,0,0,0,12,0,0,0,0,144,0,0,338,62,52,12,560,56,8722,0,0,0,0,,,2960,864,6,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310700,27640,2384.39,160854,160854,160534,483,8498,15414,160460,136366,1209600,0,,,,126645.12,0,8308.8,,,0,0,0,25256,76946,33608,410,124,22,0,,0,160854,1394,20,1232,9896,7148,95200,20132,1340,4,0,,,,,,,,,,86,46,0,0,0,0,0,0,0,0,648,614,166,0,0,3458,770,379820,46280,0,0,0,0,1384420,,,10576,16742,10720,5894,13382,78320,632,70,30,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17060,39.84,29830,29830,32074,17,254,2892,29620,9714,1209600,752,0,4,0,5739.84,0,3910.08,0,0,0,0,0,3724,3994,1382,412,190,12,0,0,26,29830,104,28,16,66,1202,2198,5540,560,0,0,20,52,5870,28,0,10,0,16,6276,78,62,0,0,0,0,0,0,0,0,198,16,2,0,0,310,98,1340,288,0,0,0,0,0,42.68,52,4468,3918,952,174,202,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104380,17288.88,2673772,2673772,2645434,12796,194972,16566,245200,2327068,1209600,0,,,,1904988.48,0,418029.12,0,0,0,0,0,6160,613806,1369990,299214,31880,5720,298,,1668,2673772,6544,986,107240,280720,134124,1100924,678332,17958,238,2,,,,,,,,,,2940,690,0,0,0,0,0,0,0,0,38050,2842,802,0,0,72994,15602,7274300,923962,616838,26964,0,0,16273040,1974.14,2110,431666,1354124,461284,60172,17612,2000,106,56,48,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629860,434600,518734.42,5691134,5691134,72512206,433400,,67678,837740,65890512,1209600,,,,,51455234.88,860037.12,13499705.28,,,1598348,450950,395504,2553482,18898308,27520066,12486038,1822340,163074,2402,,,5691134,82290,21894,6948266,5724330,8069708,37297024,7696512,50466,22,0,,,,,,,,,,,,,,,,,,,,208626,,,,,,,,,,,,,,,,14874074,29935472,11958384,2602662,4854928,1658742,4920,824,506,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177660,15620,41702.82,3748612,3748612,3745332,14093,3090,5266,110760,3543776,1209600,127864,4,134,0,2583866.88,609211.2,346793.28,0,0,0,0,0,51150,1108300,1691364,618190,57704,15744,1324,584,640,3748612,6302,968,4664,463252,390662,2220592,445872,11464,0,0,1146,1056,2606904,63806,0,42828,0,34,2618388,3532,564,0,0,120,649780,0,0,0,0,19532,49252,6528,0,0,151766,19554,49120,7854,0,0,0,0,1991220,1991.44,2166,999186,659538,544464,203432,303848,239860,191200,160102,241068,1078,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204340,212820,211427.35,15450518,15450518,15201598,91945,1258058,67108,897180,14473014,1209600,0,,,,12391558.08,0,2065892.16,0,0,0,0,32778,1570826,6105816,5479812,1176380,95422,11960,20,,0,15450518,17416,2794,1015624,933394,2499246,9534158,460786,9596,0,0,,,,,,,,,,9958,190,0,0,0,0,0,0,0,0,96832,156376,36422,0,0,589578,91288,21498560,2651650,0,0,0,0,3674720,5030.86,7130,2174250,2684238,1656564,893008,2314762,2292620,1596260,635744,225342,226,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200840,54720,124872.45,14856534,14856534,9196622,55737,694302,28280,329600,8791938,1209600,0,,,,8708081.28,4046213.76,1427092.8,2326,3150,0,16012,507944,2105940,3119294,2514732,503768,20546,3578,124,,0,14856534,4032,1056,1353414,794984,3645618,2990126,2708,0,0,0,,,,,,,,,,10750,414,0,0,26280,4145822,0,0,0,0,125382,34356,5236,0,0,361026,43332,10919360,2848602,91760,118404,0,0,31959930,1520.96,1646,3400982,1832706,1400764,411944,451592,257486,226592,796656,13216,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380,29000.25,2449616,2449616,2440442,15858,21720,119968,24740,2275690,1209600,73732,2,56,0,1804968,0,468096.96,4,814,0,0,812,98418,584232,1006772,481138,95404,7930,984,6706,6792,2449616,4734,484,141016,284980,106534,1413806,314708,9306,122,0,722,792,1695410,380978,0,29318,0,18,1834150,2330,156,0,0,0,0,0,0,0,0,21848,21090,8722,0,0,40336,9362,5349140,793460,0,0,0,0,1081140,956.42,1110,487666,411172,276130,167302,517246,366206,47284,2282,402,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28420,178.6,60244,60244,59214,76,120,5714,59500,23360,1209600,1662,2,8,0,15139.2,132.48,7051.2,2,50,0,0,0,5512,13430,3338,924,34,0,0,0,20,60244,1178,56,28,1452,1714,5538,11800,1446,26,0,42,196,15330,918,0,0,0,0,15598,108,136,0,0,60,148,0,0,0,0,594,0,0,0,0,814,200,77460,7748,0,50,0,0,0,1.82,122,8946,6628,3926,540,872,640,308,1198,0,180,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209460,18520,80213.59,6114450,6114450,6075568,26659,4970,1808,59080,5294378,1209600,135060,0,168,0,4469625.6,0,820160.64,0,0,0,0,0,601456,2896556,1534566,235748,22858,3160,34,0,40,6114450,7330,812,127034,473942,277120,4011272,382854,13880,134,0,644,1314,4199916,11394,0,70858,0,16,4523284,3488,466,0,0,0,0,0,0,0,0,19928,61462,13838,0,0,131866,22096,1103280,126574,0,0,0,0,213650,1913.22,1752,861984,712464,570626,366076,932920,977510,730046,89590,53010,152,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310700,108620,34651.99,2052850,2052850,2031368,12557,187666,81660,839220,1953836,1209600,0,,,,1796756.16,0,151958.4,,,0,0,43204,684980,780904,392154,46564,5140,890,0,,0,2052850,4824,256,19258,101728,53086,1127398,639042,8234,10,0,,,,,,,,,,1120,100,0,0,0,0,0,0,0,0,14440,23734,6358,0,0,54170,8232,1658780,357894,0,0,0,0,5745840,,,167402,227702,207854,112926,227464,401152,438372,103362,67554,48,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,15.75,9328,9328,10262,27,0,856,9160,6066,1209600,244,0,0,0,2008.32,0,2909.76,2,12,0,0,718,1336,3380,574,24,4,0,0,8,16,9328,1190,8,14,1092,228,1436,1568,496,4,0,34,78,1900,16,0,0,0,0,2230,50,40,0,0,0,0,0,0,0,0,156,0,0,0,0,40,16,0,0,0,0,0,0,0,74.16,34,4170,1372,166,60,78,30,46,114,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17040,7.46,24022,24022,26362,20,36,2324,23920,6494,1209600,158,0,2,0,1843.2,151.68,3346.56,0,10,0,0,844,3164,2242,196,10,0,0,0,0,4,24022,1214,12,8,4,2,1834,2794,588,0,0,0,10,1330,46,0,0,0,0,2302,30,94,0,0,40,726,0,0,0,0,102,0,0,0,0,6,4,2180,352,0,0,0,0,0,100.22,30,4826,1488,32,16,30,64,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7120,8845.5,1254948,1254948,1262816,4534,632,3578,42500,967026,1209600,42242,2,64,0,654492.48,157523.52,152836.8,10,666,0,0,248,120420,377748,402848,53208,10112,2416,26,122,126,1254948,2968,456,209126,96488,433448,221880,2660,0,0,0,688,998,671968,44474,0,8900,0,0,674426,2424,102,0,0,4070,389824,0,0,0,0,6674,4160,938,3103262,387620,47078,6158,1400,842,287074,15802,0,0,0,1276.5,1212,319028,214802,215052,74736,51666,14252,53184,24298,8,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65960,1213.58,358986,358986,356030,452,0,35256,357720,269260,1209600,1264,,,,58734.72,0,208783.68,6,200,0,0,1226,12646,97376,139738,17404,386,122,0,,8,358986,2218,134,464,124480,28354,90712,21534,1002,0,0,,,,,,,,,,348,130,0,0,0,0,0,0,0,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,213590,542.06,278,210964,6392,2170,1268,4318,13974,7884,21744,184,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102240,4300,98998.86,6118360,6118360,6137224,30304,10878,588,59620,5765822,1209600,199954,2,164,0,5263959.36,0,489437.76,0,0,0,0,0,91854,2407532,2615258,600390,39298,10484,1006,452,470,6118360,6192,936,5550,408490,225824,4339684,774390,4756,0,0,1422,1448,5176396,124252,0,41222,0,20,5300820,3586,526,0,0,0,0,0,0,0,0,29690,66342,33926,0,0,197088,38196,11482780,1188006,0,0,0,0,1073300,1617.78,1894,531438,901250,712998,339580,703686,640072,684950,547424,701132,3292,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140,40713.62,2487500,2487500,2495504,14133,326288,3810,62240,2394252,1209600,0,,,,2170222.08,0,221792.64,0,120,0,0,740,109260,999528,1025580,234572,18184,5708,680,,0,2487500,3574,404,6482,154038,110064,1381956,712392,25340,2,0,,,,,,,,,,1756,160,0,0,0,0,0,0,0,0,15652,48852,9208,0,0,109932,18612,2710600,513920,0,0,0,0,807070,939.34,1088,237564,398622,291756,151784,292342,280436,212274,160394,348372,20708,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33740,1413.12,136150,136150,138144,371,26,13248,135180,98458,1209600,2442,0,0,0,75797.76,0,22432.32,8,44,0,0,18342,19544,40890,18048,1086,364,4,0,0,38,136150,430,42,44,7384,2352,30234,53530,4256,6,0,0,0,0,0,0,0,0,0,0,706,412,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,413120,205.86,158,23740,14192,5658,2556,8074,8522,8500,26896,140,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406520,23780,91569.73,8568644,8568644,6856324,27197,588,110264,73200,5450324,1209600,142356,8,96,0,5734173.12,319797.12,646452.48,1036,2782,0,0,854,95792,609124,1475720,1088612,441798,139824,3858,0,98,8568644,13786,2702,403494,277944,412774,2523250,208948,12684,0,0,252,1748,5102028,754708,0,6542,0,0,5809590,6742,1618,0,0,380,161444,0,0,0,0,61862,29428,11406,7995066,1480722,130744,22532,18688360,1890664,2162532,26628,0,0,1569650,69.92,7182,622164,936474,515458,289488,608026,716944,164476,2540,12,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100,28.37,19276,19276,22246,16,120,1796,19120,13154,1209600,588,2,10,0,5547.84,0,7543.68,0,0,0,0,0,0,4058,3260,5768,68,0,0,2,8,19276,112,10,34,458,2796,5244,4118,382,0,0,12,366,5764,30,0,8,0,18,6094,72,68,0,0,0,0,0,0,0,0,196,0,0,0,0,264,56,5320,1742,0,0,0,0,0,38.66,40,8212,4276,572,16,78,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162480,38180,78916.95,5163478,5163478,5181090,34813,2080,28112,315140,4724004,1209600,160272,2,130,0,4344535.68,0,376175.04,0,0,0,0,3242,501238,2047190,1909542,234996,22298,5332,166,726,732,5163478,6542,820,167470,154792,251894,3498458,616328,27490,208,2,482,1604,4353640,63744,0,6720,0,48,4384500,2220,276,0,0,0,0,0,0,0,0,31630,109866,34562,0,0,168590,34998,10614060,1070114,0,0,0,0,1548660,1401.14,1742,412220,738586,711752,364984,725424,594378,425346,274642,455160,21512,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6940,18.19,23894,23894,24394,26,530,2218,23720,4410,1209600,168,0,4,0,1438.08,34.56,1854.72,0,14,0,0,508,1442,1216,696,414,102,0,0,0,4,23894,1104,4,12,6,494,64,2012,596,80,6,4,2,1144,140,0,2,0,0,2184,28,70,0,0,60,54,0,0,0,0,128,0,0,120,12,16,8,980,524,0,4,0,0,0,81.74,38,3046,1104,22,8,26,26,36,110,0,0,0,0
